url;title;snippet
../fake-data/blob/url/url-29.txt;Ιστοσελίδα της ΕΕ ","Eφημερίδα προσκείμενη στην ελληνική κυβέρνηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-30.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-31.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-32.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-33.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-34.txt;Πρεσβεία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-35.txt;Τουρκικό Πρακτορείο Ειδήσεων;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-36.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-37.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-38.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-39.txt;Πρεσβεία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-40.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-41.txt;Διακρατικό όργανο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-42.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-43.txt;Διακρατικό όργονο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-44.txt;Κέντρο ερευνών;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-45.txt;Κέντρο ερευνών;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-46.txt;Αστυνομία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-47.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-48.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-49.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-50.txt;Αστυνομία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-51.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-52.txt;Φορέας υγείας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-53.txt;Φορέας υγείας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-54.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-55.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-56.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-57.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-58.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-59.txt;Αστυνομία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-60.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-61.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-62.txt;Αστυνομία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-63.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-64.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-65.txt;Οργάνωση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-66.txt;Οργάνωση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-67.txt;Διακρατικό όργανο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-68.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-69.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-70.txt;Πρεσβεία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-71.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-72.txt;ΜΚΟ;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-73.txt;Πανεπιστημιακός φορέας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-74.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-75.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-76.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-77.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-78.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-79.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-80.txt;Τοπική Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-81.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-82.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-83.txt;Πρεσβεία;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-84.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-85.txt;Φορέας πρόνοιας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-86.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-87.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-88.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-89.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-90.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-91.txt;Πανεπιστημιακός φορέας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-92.txt;Υπουργείο;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-93.txt;Οργανισμός;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-94.txt;Πανεπιστημιακός φορέας;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-95.txt;Αρχές;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-96.txt;Τοπικής Αυτοδιοίκηση;../fake-data/blob/hipster.txt
../fake-data/blob/url/url-97.txt;Οργανισμός;../fake-data/blob/hipster.txt
